volume,plate,ia_id,leaf,gould_latin,gould_english,tier,birdnet_sci,birdnet_common,in_havell,in_gould_europe,note
VI,13,BirdsAsiaJohnGoVIGoul,60,Prioniturus flavicans,Great Racket-tailed Parrot,none,,,,,
VI,14,BirdsAsiaJohnGoVIGoul,64,Prioniturus spatuliger,Philippine Racket-tailed Parrot,none,,,,,
VI,15,BirdsAsiaJohnGoVIGoul,68,Prioniturus discurus,Little Racket-tailed Parrot,none,,,,,
VI,16,BirdsAsiaJohnGoVIGoul,72,Picus insularis,Formosan Spotted Woodpecker,form,Dendrocopos major,Great Spotted Woodpecker,,y,
VI,17,BirdsAsiaJohnGoVIGoul,76,Picus Cabanisi,Chinese Spotted Woodpecker,form,Dendrocopos major,Great Spotted Woodpecker,,y,
VI,18,BirdsAsiaJohnGoVIGoul,80,Hemicercus cordatus,Heart-spotted Woodpecker,probable,Hemicircus canente,Heart-spotted Woodpecker,,,
VI,19,BirdsAsiaJohnGoVIGoul,84,Hemicercus concretus,Javan Spotted Woodpecker,probable,Hemicircus concretus,Gray-and-buff Woodpecker,,,
VI,20,BirdsAsiaJohnGoVIGoul,88,Hemicercus Hartlaubi,Hartlaub's Spotted Woodpecker,none,,,,,
VI,21,BirdsAsiaJohnGoVIGoul,92,Iyngipicus scintilliceps,Swinhoe's Pygmy Woodpecker,form,Yungipicus canicapillus,Gray-capped Pygmy Woodpecker,,,
VI,22,BirdsAsiaJohnGoVIGoul,96,Iyngipicus Doerriesi,Doerries's Pygmy Woodpecker,form,Yungipicus canicapillus,Gray-capped Pygmy Woodpecker,,,
VI,23,BirdsAsiaJohnGoVIGoul,100,Iyngipicus aurantiiventris,Orange-breasted PyzmyWoodpecker,none,,,,,
VI,24,BirdsAsiaJohnGoVIGoul,104,Iyngipicus Ramsayi,Ramsay's Pygmy Woodpecker,none,,,,,
VI,25,BirdsAsiaJohnGoVIGoul,108,Iyngipicus Temmincki,Temminck's Pygmy Woodpecker,none,,,,,
VI,26,BirdsAsiaJohnGoVIGoul,112,Iyngipicus semicoronatus,Darjiling Pygmy Woodpecker,form,Yungipicus canicapillus,Gray-capped Pygmy Woodpecker,,,
VI,27,BirdsAsiaJohnGoVIGoul,116,Iyngipicus canicapillus,Grey-headed Pygmy Woodpecker,probable,Yungipicus canicapillus,Gray-capped Pygmy Woodpecker,,,
VI,28,BirdsAsiaJohnGoVIGoul,120,Iyngipicus Hardwickii,Hardwicke's Pygmy Woodpecker,form,Yungipicus nanus,Brown-capped Pygmy Woodpecker,,,
VI,29,BirdsAsiaJohnGoVIGoul,124,Iyngipicus auritus,Malayan Pygmy Woodpecker,none,,,,,
VI,30,BirdsAsiaJohnGoVIGoul,128,Iyngipicus maculatus,Sonnerat's Pygmy Woodpecker,not_in_birdnet,,,,,
VI,31,BirdsAsiaJohnGoVIGoul,132,Iyngipicus fulvifasciatus,Banded Pygmy Woodpecker,none,,,,,
VI,32,BirdsAsiaJohnGoVIGoul,136,Iyngipicus gymnophthalmus,Ceylonese Pygmy Woodpecker,none,,,,,
VI,33,BirdsAsiaJohnGoVIGoul,140,Iyngipicus peninsularis,Travancore Pygmy Woodpecker,none,,,,,
VI,34,BirdsAsiaJohnGoVIGoul,144,Iyngipicus nanus,Vigors's Pygmy Woodpecker,probable,Yungipicus nanus,Brown-capped Pygmy Woodpecker,,,
VI,35,BirdsAsiaJohnGoVIGoul,148,Gecinus Tancolo,Formosan Green Woodpecker,form,Picus canus,Gray-headed Woodpecker,,y,
VI,36,BirdsAsiaJohnGoVIGoul,152,Chrysophlegma flavinucha,Yellow-naped Woodpecker,exact,Chrysophlegma flavinucha,Greater Yellownape,,,
VI,37,BirdsAsiaJohnGoVIGoul,156,Chrysocolaptes xanthocephalus,Negros Yellow-faced Woodpecker,not_in_birdnet,,,,,
VI,38,BirdsAsiaJohnGoVIGoul,160,Yunx Indica,Indian Wryneck,form,Jynx torquilla,Eurasian Wryneck,,y,
VI,39,BirdsAsiaJohnGoVIGoul,164,Vivia innominata,Speckled Piculet,probable,Picumnus innominatus,Speckled Piculet,,,
VI,40,BirdsAsiaJohnGoVIGoul,168,Sasia ochracea,Rufous Piculet,exact,Sasia ochracea,White-browed Piculet,,,
VI,41,BirdsAsiaJohnGoVIGoul,172,Sasia abnormis,Malayan Piculet,exact,Sasia abnormis,Rufous Piculet,,,
VI,42,BirdsAsiaJohnGoVIGoul,176,Cuculus strenuus,Powerful Cuckoo,form,Hierococcyx sparverioides,Large Hawk-Cuckoo,,,
VI,43,BirdsAsiaJohnGoVIGoul,180,Cuculus hyperythrus,Rufous-bellied Cuckoo,probable,Hierococcyx hyperythrus,Northern Hawk-Cuckoo,,,
VI,44,BirdsAsiaJohnGoVIGoul,184,Dasylophus superciliosus,Hairy-browed Cuckoo,none,,,,,
VI,45,BirdsAsiaJohnGoVIGoul,188,Lepidogrammus Cumingi,Curl-crested Cuckoo,probable,Dasylophus cumingi,Scale-feathered Malkoha,,,
VI,46,BirdsAsiaJohnGoVIGoul,192,Chalcites Hodgsoni,Emerald Cuckoo,probable,Chrysococcyx maculatus,Asian Emerald Cuckoo,,,
VI,47,BirdsAsiaJohnGoVIGoul,196,Chalcites xanthorhynchus,Amethystine Cuckoo,probable,Chrysococcyx xanthorhynchus,Violet Cuckoo,,,
VI,48,BirdsAsiaJohnGoVIGoul,200,Indicator xanthonotus,Yellow-rumped Honey-guide,not_in_birdnet,,,,,
VI,49,BirdsAsiaJohnGoVIGoul,204,Megalaema nuchalis,Embroidered Barbet,probable,Psilopogon nuchalis,Taiwan Barbet,,,
VI,50,BirdsAsiaJohnGoVIGoul,208,Megalaema Franklinii,Franklin's Barbet,probable,Psilopogon franklinii,Golden-throated Barbet,,,
VI,51,BirdsAsiaJohnGoVIGoul,212,Phlogoenas cruenta,Red-breasted Pigeon,none,,,,,
VI,52,BirdsAsiaJohnGoVIGoul,216,Phlogoenas crinigera,Maroon-breasted Pigeon,not_in_birdnet,,,,,
VI,53,BirdsAsiaJohnGoVIGoul,220,Otidiphaps nobilis,Otidiphaps,exact,Otidiphaps nobilis,Pheasant Pigeon,,,
VI,54,BirdsAsiaJohnGoVIGoul,224,Columba rupestris,Mongolian Rock-Pigeon,not_in_birdnet,,,,,
VI,55,BirdsAsiaJohnGoVIGoul,228,Columba leuconota,White-bellied Pigeon,not_in_birdnet,,,,,
VI,56,BirdsAsiaJohnGoVIGoul,232,Columba intermedia,Indian Rock-Pigeon,form,Columba livia,Rock Pigeon,y,y,
VI,57,BirdsAsiaJohnGoVIGoul,236,Palumbus Elphinstonei,Elphinstone's Wood-Pigeon,not_in_birdnet,,,,,
VI,58,BirdsAsiaJohnGoVIGoul,240,Palumbus pulchricollis,Collared Wood-Pigeon,not_in_birdnet,,,,,
VI,59,BirdsAsiaJohnGoVIGoul,244,Phlogoenas tristigmata,Branded Pigeon,not_in_birdnet,,,,,
VI,60,BirdsAsiaJohnGoVIGoul,248,Syrrhaptes paradoxus,Pallas's Sand-Grouse,exact,Syrrhaptes paradoxus,Pallas's Sandgrouse,,,
VI,61,BirdsAsiaJohnGoVIGoul,252,Syrrhaptes Tibetanus,Tibetian Short-toed Sand-Grouse,not_in_birdnet,,,,,
VI,62,BirdsAsiaJohnGoVIGoul,256,Pterocles guttatus,Spotted Sand-Grouse,unsure,Pterocles senegallus,Spotted Sandgrouse,,,
VI,63,BirdsAsiaJohnGoVIGoul,260,Pterocles coronatus,Coronetted Sand-Grouse,not_in_birdnet,,,,,
VI,64,BirdsAsiaJohnGoVIGoul,264,Pterocles exustus,Whistling Sand-Grouse,exact,Pterocles exustus,Chestnut-bellied Sandgrouse,,,
VI,65,BirdsAsiaJohnGoVIGoul,268,Pterocles fasciatus,Banded Sand-Grouse,not_in_birdnet,,,,,
VI,66,BirdsAsiaJohnGoVIGoul,272,Tetrao Mlokosiewiczi,Georgian Black Grouse,not_in_birdnet,,,,,
VI,67,BirdsAsiaJohnGoVIGoul,276,Galloperdix Zeylonicus,Ceylon Spur-Fowl,probable,Galloperdix bicalcarata,Sri Lanka Spurfowl,,,
VI,68,BirdsAsiaJohnGoVIGoul,280,Galloperdix spadiceus,Rufous Spur-Fowl,probable,Galloperdix spadicea,Red Spurfowl,,,
VI,69,BirdsAsiaJohnGoVIGoul,284,Galloperdix lunulosa,Painted Spur-Fowl,not_in_birdnet,,,,,
VI,70,BirdsAsiaJohnGoVIGoul,288,Hematortyx sanguiniceps,Crimson-breasted Partridge,probable,Haematortyx sanguiniceps,Crimson-headed Partridge,,,
VI,71,BirdsAsiaJohnGoVIGoul,292,Bambusicola hyperythra,Rufous-breasted Bamboo-Partridge,probable,Arborophila hyperythra,Red-breasted Partridge,,,
VI,72,BirdsAsiaJohnGoVIGoul,296,Bambusicola sonorivox,Formosan Bamboo-Partridge,exact,Bambusicola sonorivox,Taiwan Bamboo-Partridge,,,
VI,73,BirdsAsiaJohnGoVIGoul,300,Perdix barbata,Bearded Partridge,none,,,,,
VI,74,BirdsAsiaJohnGoVIGoul,304,Perdix Hodgsoniae,Thibet Partridge,not_in_birdnet,,,,,
VI,75,BirdsAsiaJohnGoVIGoul,308,Lerwa nivicola,Lerwa Partridge,not_in_birdnet,,,,,
VII,1,BirdsAsiaJohnGoVIIGoul,12,Ammoperdix Bonhami,Bonham's Sand-Partridge,not_in_birdnet,,,,,
VII,2,BirdsAsiaJohnGoVIIGoul,16,Ammoperdix Heyi,Hey's Sand-Partridge,not_in_birdnet,,,,,
VII,3,BirdsAsiaJohnGoVIIGoul,20,Microperdix erythrorhyncha,Little Red-billed Partridge,probable,Perdicula erythrorhyncha,Painted Bush-Quail,,,
VII,4,BirdsAsiaJohnGoVIIGoul,24,Perdicula Asiatica,Asiatic Bush-Quail,exact,Perdicula asiatica,Jungle Bush-Quail,,,
VII,5,BirdsAsiaJohnGoVIIGoul,28,Perdicula Argoondah,Argoondah Bush-Quail,exact,Perdicula argoondah,Rock Bush-Quail,,,
VII,6,BirdsAsiaJohnGoVIIGoul,32,Excalfactoria Chinensis,Chinese Quail,probable,Synoicus chinensis,Blue-breasted Quail,,,
VII,7,BirdsAsiaJohnGoVIIGoul,36,Excalfactoria minima,Minute Quail,form,Synoicus chinensis,Blue-breasted Quail,,,
VII,8,BirdsAsiaJohnGoVIIGoul,40,Malacoturnix superciliosus,Slate-coloured Partridge,not_in_birdnet,,,,,
VII,9,BirdsAsiaJohnGoVIIGoul,44,Coturnix Coromandelicus,Coromandel Quail,probable,Coturnix coromandelica,Rain Quail,,,
VII,10,BirdsAsiaJohnGoVIIGoul,48,Turnix Dussumieri,Little Hemipode,form,Turnix sylvaticus,Small Buttonquail,,y,
VII,11,BirdsAsiaJohnGoVIIGoul,52,Turnix fasciatus,Fasciated Hemipode,form,Turnix suscitator,Barred Buttonquail,,,
VII,12,BirdsAsiaJohnGoVIIGoul,56,Lobiophasis castaneicaudatus,Chestnut-tailed Lobed Pheasant,none,,,,,
VII,13,BirdsAsiaJohnGoVIIGoul,60,Lobiophasis Bulweri,Bulwer's Pheasant,not_in_birdnet,,,,,
VII,14,BirdsAsiaJohnGoVIIGoul,64,Euplocamus lineatus,Lineated Pheasant,form,Lophura leucomelanos,Kalij Pheasant,,,
VII,15,BirdsAsiaJohnGoVIIGoul,68,Euplocamus Vieilloti,Vieillot's Fireback,none,,,,,
VII,16,BirdsAsiaJohnGoVIIGoul,72,Euplocamus Swinhoii,Swinhoe's Fireback,not_in_birdnet,,,,,
VII,17,BirdsAsiaJohnGoVIIGoul,76,Gennaeus nycthemerus,Pencilled Pheasant,not_in_birdnet,,,,,
VII,18,BirdsAsiaJohnGoVIIGoul,80,Catreus Wallichii,Cheer,exact,Catreus wallichii,Cheer Pheasant,,,
VII,19,BirdsAsiaJohnGoVIIGoul,84,Thaumalea picta,Golden Pheasant,probable,Chrysolophus pictus,Golden Pheasant,,,
VII,20,BirdsAsiaJohnGoVIIGoul,88,Thaumalea Amherstiae,Lady Amherst's Pheasant,probable,Chrysolophus amherstiae,Lady Amherst's Pheasant,,,
VII,21,BirdsAsiaJohnGoVIIGoul,92,Diardigallus praelatus,Siamese Fireback,not_in_birdnet,,,,,
VII,22,BirdsAsiaJohnGoVIIGoul,96,Crossoptilon auritum,Chinese Crossoptilon,not_in_birdnet,,,,,
VII,23,BirdsAsiaJohnGoVIIGoul,100,Calophasis Ellioti,Elliot's Pheasant,not_in_birdnet,,,,,
VII,24,BirdsAsiaJohnGoVIIGoul,104,Pucrasia xanthospila,Chinese Pucras Pheasant,form,Pucrasia macrolopha,Koklass Pheasant,,,
VII,25,BirdsAsiaJohnGoVIIGoul,108,Pucrasia Darwini,Darwin's Pucras Pheasant,form,Pucrasia macrolopha,Koklass Pheasant,,,
VII,26,BirdsAsiaJohnGoVIIGoul,112,Pucrasia macrolopha,Himalayan Pucras Pheasant,exact,Pucrasia macrolopha,Koklass Pheasant,,,
VII,27,BirdsAsiaJohnGoVIIGoul,116,Pucrasia castanea,Kafiristan Pucras Pheasant,form,Pucrasia macrolopha,Koklass Pheasant,,,
VII,28,BirdsAsiaJohnGoVIIGoul,120,Pucrasia Nipalensis,Nepaul Pucras Pheasant,form,Pucrasia macrolopha,Koklass Pheasant,,,
VII,29,BirdsAsiaJohnGoVIIGoul,124,Tetraogallus Caspius,Caspian Snow-Partridge,not_in_birdnet,,,,,
VII,30,BirdsAsiaJohnGoVIIGoul,128,Tetraogallus Himalayensis,Himalayan Snow-Partridge,not_in_birdnet,,,,,
VII,31,BirdsAsiaJohnGoVIIGoul,132,Tetraogallus Altaicus,Altaic Snow-Partridge,not_in_birdnet,,,,,
VII,32,BirdsAsiaJohnGoVIIGoul,136,Tetraogallus Tibetanus,Tibetan Snow-Partridge,exact,Tetraogallus tibetanus,Tibetan Snowcock,,,
VII,33,BirdsAsiaJohnGoVIIGoul,140,Phasianus Reevesii,Reeves's Pheasant,not_in_birdnet,,,,,
VII,34,BirdsAsiaJohnGoVIIGoul,144,Phasianus colchicus,Common Pheasant,exact,Phasianus colchicus,Ring-necked Pheasant,y,y,
VII,35,BirdsAsiaJohnGoVIIGoul,148,Phasianus Shawii,Shaw's Pheasant,form,Phasianus colchicus,Ring-necked Pheasant,y,y,
VII,36,BirdsAsiaJohnGoVIIGoul,152,Phasianus chrysomelas,Oxus Pheasant,form,Phasianus colchicus,Ring-necked Pheasant,y,y,
VII,37,BirdsAsiaJohnGoVIIGoul,156,Phasianus Soemmeringii,Sommering's Pheasant,not_in_birdnet,,,,,
VII,38,BirdsAsiaJohnGoVIIGoul,160,Phasianus scintillans,Sparkling Pheasant,none,,,,,
VII,39,BirdsAsiaJohnGoVIIGoul,164,Phasianus torquatus,Chinese Ring-necked Pheasant,form,Phasianus colchicus,Ring-necked Pheasant,y,y,
VII,40,BirdsAsiaJohnGoVIIGoul,168,Phasianus versicolor,Japanese Pheasant,not_in_birdnet,,,,,
VII,41,BirdsAsiaJohnGoVIIGoul,172,Phasianus Mongolicus,Mongolian Pheasant,form,Phasianus colchicus,Ring-necked Pheasant,y,y,
VII,42,BirdsAsiaJohnGoVIIGoul,176,Ithaginis Geoffroyi,Geoffroy's Francolin,form,Ithaginis cruentus,Blood Pheasant,,,
VII,43,BirdsAsiaJohnGoVIIGoul,180,Ithaginis cruentus,Sanguine Francolin,exact,Ithaginis cruentus,Blood Pheasant,,,
VII,44,BirdsAsiaJohnGoVIIGoul,184,Tetraophasis obscurus,Mou-pin Snow-Partridge,not_in_birdnet,,,,,
VII,45,BirdsAsiaJohnGoVIIGoul,188,Ceriornis melanocephala,Western Horned Pheasant,not_in_birdnet,,,,,
VII,46,BirdsAsiaJohnGoVIIGoul,192,Ceriornis Temmincki,Temminck's Horned Pheasant,not_in_birdnet,,,,,
VII,47,BirdsAsiaJohnGoVIIGoul,196,Ceriornis Blythi,Blyth's Horned Pheasant,not_in_birdnet,,,,,
VII,48,BirdsAsiaJohnGoVIIGoul,200,Ceriornis Caboti,Dr. Cabot's Horned Pheasant,not_in_birdnet,,,,,
VII,49,BirdsAsiaJohnGoVIIGoul,204,Ceriornis Satyra,Nipaulese Horned Pheasant,not_in_birdnet,,,,,
VII,50,BirdsAsiaJohnGoVIIGoul,208,Polyplectron chinquis,Assam Peacock Pheasant,form,Polyplectron bicalcaratum,Gray Peacock-Pheasant,,,
VII,51,BirdsAsiaJohnGoVIIGoul,212,Polyplectron bicalcaratum,Malayan Peacock Pheasant,exact,Polyplectron bicalcaratum,Gray Peacock-Pheasant,,,
VII,52,BirdsAsiaJohnGoVIIGoul,216,Argusianus argus,Argus Pheasant,exact,Argusianus argus,Great Argus,,,
VII,53,BirdsAsiaJohnGoVIIGoul,220,Lophophorus Impeyanus,Monaul,probable,Lophophorus impejanus,Himalayan Monal,,,
VII,54,BirdsAsiaJohnGoVIIGoul,224,Lophophorus l'Huysi,De L'Huys's Monaul,not_in_birdnet,,,,,
VII,55,BirdsAsiaJohnGoVIIGoul,228,Chalcophasis Sclateri,Sclater's Monaul,not_in_birdnet,,,,,
VII,56,BirdsAsiaJohnGoVIIGoul,232,Gallus Sonnerati,Sonnerat's Jungle-fowl,probable,Gallus sonneratii,Gray Junglefowl,,,
VII,57,BirdsAsiaJohnGoVIIGoul,236,Sypheotides auritus,Lesser Florikin,not_in_birdnet,,,,,
VII,58,BirdsAsiaJohnGoVIIGoul,240,Otis MacQueeni,MacQueen's Bustard,not_in_birdnet,,,,,
VII,59,BirdsAsiaJohnGoVIIGoul,244,Tantalus leucocephalus,Rosy Tantalus,probable,Mycteria leucocephala,Painted Stork,,,
VII,60,BirdsAsiaJohnGoVIIGoul,248,Numenius rufescens,Rufescent Curlew,unsure,Numenius arquata,Eurasian Curlew,,y,
VII,61,BirdsAsiaJohnGoVIIGoul,252,Ibidorhynchus Struthersi,Red-billed Erolia (Ibisbill),probable,Ibidorhyncha struthersii,Ibisbill,,,
VII,62,BirdsAsiaJohnGoVIIGoul,256,Pluvianus Aegyptius,Zic-zac,not_in_birdnet,,,,,
VII,63,BirdsAsiaJohnGoVIIGoul,260,Glareola melanoptera,Black-winged Pratincole,unsure,Glareola maldivarum,Oriental Pratincole,,,
VII,64,BirdsAsiaJohnGoVIIGoul,264,Glareola lactea,Cinereous Pratincole,exact,Glareola lactea,Small Pratincole,,,
VII,65,BirdsAsiaJohnGoVIIGoul,268,Cursorius Coromandelicus,Indian Courser,not_in_birdnet,,,,,
VII,66,BirdsAsiaJohnGoVIIGoul,272,Eurinorhynchus pygmaeus,Spoon-billed Sandpiper,probable,Calidris pygmaea,Spoon-billed Sandpiper,,,
VII,67,BirdsAsiaJohnGoVIIGoul,276,Gallinula phoenicura,White-breasted Water-hen,probable,Amaurornis phoenicurus,White-breasted Waterhen,,,
VII,68,BirdsAsiaJohnGoVIIGoul,280,Hydrophasianus Sinensis,Chinese Jacana,probable,Hydrophasianus chirurgus,Pheasant-tailed Jacana,,,
VII,69,BirdsAsiaJohnGoVIIGoul,284,Aix galericulata,Mandarin Duck,exact,Aix galericulata,Mandarin Duck,,,
VII,70,BirdsAsiaJohnGoVIIGoul,288,Sterna melanogaster,Black-bellied Tern,not_in_birdnet,,,,,
VII,71,BirdsAsiaJohnGoVIIGoul,292,Uria Carbo,Kurile Guillemot,not_in_birdnet,,,,,
