volume,plate,ia_id,leaf,latin,authority,english,modern,birdnet_sci,birdnet_common,tier,confidence,in_birdnet,in_havell,in_gould_europe,note
IV,101,birdsAustraliav4Goul,416,Sittella chrysoptera,,Orange-winged Sittella,Daphoenositta chrysoptera,Daphoenositta chrysoptera,Varied Sittella,manual,high,yes,,,
IV,102,birdsAustraliav4Goul,420,Sittella leucocephala,Gould,White-headed Sittella,Daphoenositta chrysoptera,Daphoenositta chrysoptera,Varied Sittella,manual,high,yes,,,
IV,103,birdsAustraliav4Goul,424,Sittella leucoptera,Gould,White-winged Sittella,Daphoenositta chrysoptera,Daphoenositta chrysoptera,Varied Sittella,manual,high,yes,,,
IV,104,birdsAustraliav4Goul,428,Sittella pileata,Gould,Black-capped Sittella,Daphoenositta chrysoptera,Daphoenositta chrysoptera,Varied Sittella,manual,high,yes,,,
V,1,birdsAustraliav5Goul,12,Cacatua galerita,,Crested Cockatoo,Cacatua galerita,Cacatua galerita,Sulphur-crested Cockatoo,exact,high,yes,,,
V,2,birdsAustraliav5Goul,16,Cacatua Leadbeateri,,Leadbeater’s Cockatoo,Lophochroa leadbeateri,Lophochroa leadbeateri,Pink Cockatoo,epithet+noun,medium,yes,,,
V,3,birdsAustraliav5Goul,20,Cacatua sanguinea,Gould,Blood-stained Cockatoo,Cacatua sanguinea,Cacatua sanguinea,Little Corella,exact,high,yes,,,
V,4,birdsAustraliav5Goul,24,Cacatua Eos,,Rose-breasted Cockatoo,Eolophus roseicapilla,Eolophus roseicapilla,Galah,manual,high,yes,,,
V,5,birdsAustraliav5Goul,28,Licmetis nasicus,,Long-billed Cockatoo,Cacatua tenuirostris,Cacatua tenuirostris,Long-billed Corella,manual,high,yes,,,
V,6,birdsAustraliav5Goul,32,Nestor productus,Gould,Philip Island Parrot,Nestor productus,,,manual,high,no,,,
V,7,birdsAustraliav5Goul,36,Calyptorhynchus Banksii,,Banksian Cockatoo,Calyptorhynchus banksii,Calyptorhynchus banksii,Red-tailed Black-Cockatoo,exact,high,yes,,,
V,8,birdsAustraliav5Goul,40,Calyptorhynchus macrorhynchus,Gould,Great-billed Black Cockatoo,Calyptorhynchus banksii,Calyptorhynchus banksii,Red-tailed Black-Cockatoo,manual,high,yes,,,
V,9,birdsAustraliav5Goul,44,Calyptorhynchus naso,Gould,Western Black Cockatoo,Calyptorhynchus banksii,Calyptorhynchus banksii,Red-tailed Black-Cockatoo,manual,high,yes,,,
V,10,birdsAustraliav5Goul,48,Calyptorhynchus Leachii,,Leach’s Cockatoo,Calyptorhynchus lathami,Calyptorhynchus lathami,Glossy Black-Cockatoo,manual,medium,yes,,,
V,11,birdsAustraliav5Goul,52,Calyptorhynchus funereus,,Funereal Cockatoo,Calyptorhynchus funereus,Calyptorhynchus funereus,Yellow-tailed Black-Cockatoo,exact,high,yes,,,
V,12,birdsAustraliav5Goul,56,Calyptorhynchus xanthonotus,Gould,Yellow-eared Black Cockatoo,Calyptorhynchus funereus,Calyptorhynchus funereus,Yellow-tailed Black-Cockatoo,manual,high,yes,,,
V,13,birdsAustraliav5Goul,60,Calyptorhynchus Baudinii,Vig,Baudin’s Cockatoo,Zanda baudinii,,,manual,high,no,,,
V,14,birdsAustraliav5Goul,64,Callocephalon galeatum,,Gang-gang Cockatoo,Callocephalon fimbriatum,Callocephalon fimbriatum,Gang-gang Cockatoo,common-name,high,yes,,,
V,15,birdsAustraliav5Goul,68,Polytelis Barrabandi,,Barraband’s Parrakeet,Polytelis swainsonii,Polytelis swainsonii,Superb Parrot,manual,high,yes,,,
V,16,birdsAustraliav5Goul,72,Polytelis melanura,,Black-tailed Parrakeet,Polytelis anthopeplus,Polytelis anthopeplus,Regent Parrot,manual,high,yes,,,
V,17,birdsAustraliav5Goul,76,Aprosmictus scapulatus,,King Lory,Alisterus scapularis,Alisterus scapularis,Australian King-Parrot,manual,high,yes,,,
V,18,birdsAustraliav5Goul,80,Aprosmictus erythropterus,,Red-winged Lory,Aprosmictus erythropterus,Aprosmictus erythropterus,Red-winged Parrot,exact,high,yes,,,
V,19,birdsAustraliav5Goul,84,Platycercus semitorquatus,,Yellow-collared Parrakeet,Barnardius zonarius,Barnardius zonarius,Australian Ringneck,manual,high,yes,,,
V,20,birdsAustraliav5Goul,88,Platycercus Baueri,,Bauer’s Parrakeet,Barnardius zonarius,Barnardius zonarius,Australian Ringneck,manual,high,yes,,,
V,21,birdsAustraliav5Goul,92,Platycercus Barnardi,Vig. & Horsf,Barnard’s Parrakeet,Barnardius zonarius,Barnardius zonarius,Australian Ringneck,manual,high,yes,,,
V,22,birdsAustraliav5Goul,96,Platycercus Adelaidiae,Gould,Adelaide Parrakeet,Platycercus elegans,Platycercus elegans,Crimson Rosella,manual,high,yes,,,
V,23,birdsAustraliav5Goul,100,Platycercus Pennantii,,Pennant’s Parrakeet,Platycercus elegans,Platycercus elegans,Crimson Rosella,manual,high,yes,,,
V,24,birdsAustraliav5Goul,104,Platycercus flaviventris,,Yellow-bellied Parrakeet,Platycercus caledonicus,Platycercus caledonicus,Green Rosella,manual,high,yes,,,
V,25,birdsAustraliav5Goul,108,Platycercus flaveolus,Gould,Yellow-rumped Parrakeet,Platycercus elegans,Platycercus elegans,Crimson Rosella,manual,high,yes,,,
V,26,birdsAustraliav5Goul,112,Platycercus palliceps,Vig,Pale-headed Parrakeet,Platycercus adscitus,Platycercus adscitus,Pale-headed Rosella,manual,high,yes,,,
V,27,birdsAustraliav5Goul,116,Platycercus eximius,,Rose-hill Parrakeet,Platycercus eximius,Platycercus eximius,Eastern Rosella,exact,high,yes,,,
V,28,birdsAustraliav5Goul,120,Platycercus splendidus,Gould,Splendid Parrakeet,,,,unresolved,,no,,,
V,29,birdsAustraliav5Goul,124,Platycercus icterotis,,The Earl of Derby’s Parrakeet,Platycercus icterotis,,,manual,high,no,,,
V,30,birdsAustraliav5Goul,128,Platycercus ignitus,Lead,Fiery Parrakeet,,,,unresolved,,no,,,
V,31,birdsAustraliav5Goul,132,Platycercus Brownii,,Brown’s Parrakeet,Platycercus venustus,,,manual,high,no,,,
V,32,birdsAustraliav5Goul,136,Platycercus pileatus,Vig,Red-capped Parrakeet,Purpureicephalus spurius,Purpureicephalus spurius,Red-capped Parrot,manual,high,yes,,,
V,33,birdsAustraliav5Goul,140,Psephotus haematogaster,Gould,Crimson-bellied Parrakeet,Northiella haematogaster,Northiella haematogaster,Greater Bluebonnet,manual,high,yes,,,
V,34,birdsAustraliav5Goul,144,Psephotus pulcherrimus,Gould,Beautiful Parrakeet,Psephotellus pulcherrimus,,,manual,high,no,,,
V,35,birdsAustraliav5Goul,148,Psephotus multicolor,,Many-coloured Parrakeet,Psephotellus varius,,,manual,high,no,,,
V,36,birdsAustraliav5Goul,152,Psephotus haematonotus,Gould,Red-backed Parrakeet,Psephotus haematonotus,Psephotus haematonotus,Red-rumped Parrot,exact,high,yes,,,
V,37,birdsAustraliav5Goul,156,Euphema chrysostoma,,Blue-banded Grass-Parrakeet,Neophema chrysostoma,,,manual,high,no,,,
V,38,birdsAustraliav5Goul,160,Euphema elegans,Gould,Elegant Grass-Parrakeet,Neophema elegans,,,manual,high,no,,,
V,39,birdsAustraliav5Goul,164,Euphema aurantia,Gould,Orange-bellied Grass-Parrakeet,Neophema chrysogaster,,,manual,high,no,,,
V,40,birdsAustraliav5Goul,168,Euphema petrophila,Gould,Rock Grass-Parrakeet,Neophema petrophila,,,manual,high,no,,,
V,41,birdsAustraliav5Goul,172,Euphema pulchella,,Chestnut-shouldered Grass-Parrakeet,Neophema pulchella,Neophema pulchella,Turquoise Parrot,manual,high,yes,,,
V,42,birdsAustraliav5Goul,176,Euphema splendida,Gould,Splendid Grass-Parrakeet,Neophema splendida,,,manual,high,no,,,
V,43,birdsAustraliav5Goul,180,Euphema Bourkii,,Bourke’s Grass-Parrakeet,Neopsephotus bourkii,,,manual,high,no,,,
V,44,birdsAustraliav5Goul,184,Melopsittacus undulatus,,Warbling Grass-Parrakeet,Melopsittacus undulatus,Melopsittacus undulatus,Budgerigar,exact,high,yes,,,
V,45,birdsAustraliav5Goul,188,Nymphicus Novae-Hollandiae,,Cockatoo Parrakeet,Nymphicus hollandicus,Nymphicus hollandicus,Cockatiel,manual,high,yes,,,
V,46,birdsAustraliav5Goul,192,Pezoporus formosus,,Ground Parrakeet,Pezoporus wallicus,Pezoporus wallicus,Ground Parrot,manual,high,yes,,,
V,47,birdsAustraliav5Goul,196,Lathamus discolor,,Swift Lorikeet,Lathamus discolor,Lathamus discolor,Swift Parrot,exact,high,yes,,,
V,48,birdsAustraliav5Goul,200,Trichoglossus Swainsonii,Jard. & Selby,Swainson's Lorikeet,Trichoglossus moluccanus,Trichoglossus moluccanus,Rainbow Lorikeet,manual,high,yes,,,
V,49,birdsAustraliav5Goul,204,Trichoglossus rubritorquis,Vig. & Horsf,Red-collared Lorikeet,Trichoglossus rubritorquis,Trichoglossus rubritorquis,Red-collared Lorikeet,exact,high,yes,,,
V,50,birdsAustraliav5Goul,208,Trichoglossus chlorolepidotus,,Scaly-breasted Lorikeet,Trichoglossus chlorolepidotus,Trichoglossus chlorolepidotus,Scaly-breasted Lorikeet,exact,high,yes,,,
V,51,birdsAustraliav5Goul,212,Trichoglossus versicolor,Vig,Varied Lorikeet,Psitteuteles versicolor,,,manual,high,no,,,
V,52,birdsAustraliav5Goul,216,Trichoglossus concinnus,,Musky Lorikeet,Glossopsitta concinna,Glossopsitta concinna,Musk Lorikeet,manual,high,yes,,,
V,53,birdsAustraliav5Goul,220,Trichoglossus porphyrocephalus,Diet,Porphyry-crowned Lorikeet,Parvipsitta porphyrocephala,Parvipsitta porphyrocephala,Purple-crowned Lorikeet,epithet+noun,medium,yes,,,
V,54,birdsAustraliav5Goul,224,Trichoglossus pusillus,,Little Lorikeet,Parvipsitta pusilla,Parvipsitta pusilla,Little Lorikeet,common-name,high,yes,,,
V,55,birdsAustraliav5Goul,228,Ptilinopus Swainsonii,Gould,Swainson’s Fruit Pigeon,Ptilinopus regina,Ptilinopus regina,Rose-crowned Fruit-Dove,manual,high,yes,,,
V,56,birdsAustraliav5Goul,232,Ptilinopus Ewingii,Gould,Ewing’s Fruit Pigeon,Ptilinopus regina,Ptilinopus regina,Rose-crowned Fruit-Dove,manual,medium,yes,,,
V,57,birdsAustraliav5Goul,236,Ptilinopus superbus,,Superb Fruit Pigeon,Ptilinopus superbus,Ptilinopus superbus,Superb Fruit-Dove,exact,high,yes,,,
V,58,birdsAustraliav5Goul,240,Carpophaga magnifica,,Magnificent Fruit Pigeon,Ptilinopus magnificus,Ptilinopus magnificus,Wompoo Fruit-Dove,epithet+noun,medium,yes,,,
V,59,birdsAustraliav5Goul,244,Carpophaga leucomela,,White-headed Fruit Pigeon,Columba leucomela,,,manual,high,no,,,
V,60,birdsAustraliav5Goul,248,Carpophaga luctuosa,,Torres Strait Fruit Pigeon,Ducula spilorrhoa,Ducula spilorrhoa,Torresian Imperial-Pigeon,manual,high,yes,,,
V,61,birdsAustraliav5Goul,252,Lopholaimus Antarcticus,,Top-Knot Pigeon,Lopholaimus antarcticus,,,manual,high,no,,,
V,62,birdsAustraliav5Goul,256,Chalcophaps chrysochlora,,Little Green Pigeon,Chalcophaps longirostris,Chalcophaps longirostris,Pacific Emerald Dove,manual,high,yes,,,
V,63,birdsAustraliav5Goul,260,Leucosarcia picata,,Wonga-wonga Pigeon,Leucosarcia melanoleuca,Leucosarcia melanoleuca,Wonga Pigeon,manual,high,yes,,,
V,64,birdsAustraliav5Goul,264,Peristera chalcoptera,,Bronze-winged Pigeon,Phaps chalcoptera,Phaps chalcoptera,Common Bronzewing,epithet+noun,medium,yes,,,
V,65,birdsAustraliav5Goul,268,Peristera elegans,,Brush Bronze-winged Pigeon,Phaps elegans,Phaps elegans,Brush Bronzewing,manual,high,yes,,,
V,66,birdsAustraliav5Goul,272,Peristera histrionica,Gould,Harlequin Bronzewing,Phaps histrionica,,,manual,high,no,,,
V,67,birdsAustraliav5Goul,276,Geophaps scripta,,Partridge Bronze-wing,Geophaps scripta,,,manual,high,no,,,
V,68,birdsAustraliav5Goul,280,Geophaps Smithii,,Smith’s Partridge Bronze-wing,Geophaps smithii,,,manual,high,no,,,
V,69,birdsAustraliav5Goul,284,Geophaps plumifera,Gould,Plumed Partridge Bronze-wing,Geophaps plumifera,,,manual,high,no,,,
V,70,birdsAustraliav5Goul,288,Ocyphaps Lophotes,,Crested Pigeon,Ocyphaps lophotes,Ocyphaps lophotes,Crested Pigeon,exact,high,yes,,,
V,71,birdsAustraliav5Goul,292,Petrophassa albipennis,Gould,White-quilled Rock Dove,Petrophassa albipennis,,,manual,high,no,,,
V,72,birdsAustraliav5Goul,296,Geopelia humeralis,,Barred-shouldered Ground Dove,Geopelia humeralis,Geopelia humeralis,Bar-shouldered Dove,exact,high,yes,,,
V,73,birdsAustraliav5Goul,300,Geopelia tranquilla,Gould,Peaceful Ground Dove,Geopelia placida,Geopelia placida,Peaceful Dove,manual,high,yes,,,
V,74,birdsAustraliav5Goul,304,Geopelia cuneata,,Graceful Ground Dove,Geopelia cuneata,,,manual,high,no,,,
V,75,birdsAustraliav5Goul,308,Macropygia Phasianella,,Pheasant-tailed Pigeon,Macropygia phasianella,Macropygia phasianella,Brown Cuckoo-Dove,exact,high,yes,,,
V,76,birdsAustraliav5Goul,312,Gnathodon strigirostris,Jard,Gnathodon,Didunculus strigirostris,,,manual,high,no,,,
V,77,birdsAustraliav5Goul,316,Talegalla Lathami,,Wattled Talegalla,Alectura lathami,Alectura lathami,Australian Brushturkey,manual,high,yes,,,
V,78,birdsAustraliav5Goul,320,Leipoa ocellata,Gould,Ocellated Leipoa,Leipoa ocellata,,,manual,high,no,,,
V,79,birdsAustraliav5Goul,324,Megapodius Tumulus,Gould,Mound-raising Megapode,Megapodius reinwardt,Megapodius reinwardt,Orange-footed Scrubfowl,manual,high,yes,,,
V,80,birdsAustraliav5Goul,328,Pedionomus torquatus,Gould,Collared Plain Wanderer,Pedionomus torquatus,,,manual,high,no,,,
V,81,birdsAustraliav5Goul,332,Hemipodius melanogaster,Gould,Black-breasted Hemipode,Turnix melanogaster,,,manual,high,no,,,
V,82,birdsAustraliav5Goul,336,Hemipodius varius,,Varied Hemipode,Turnix varius,Turnix varius,Painted Buttonquail,manual,high,yes,,,
V,83,birdsAustraliav5Goul,340,Hemipodius scintillans,Gould,Sparkling Hemipode,,,,unresolved,,no,,,
V,84,birdsAustraliav5Goul,344,Hemipodius melanotus,Gould,Black-backed Hemipode,,,,unresolved,,no,,,
V,85,birdsAustraliav5Goul,348,Hemipodius castanotus,Gould,Chestnut-backed Hemipode,Turnix castanotus,,,manual,high,no,,,
V,86,birdsAustraliav5Goul,352,Hemipodius pyrrhothorax,Gould,Red-chested Hemipode,Turnix pyrrhothorax,,,manual,high,no,,,
V,87,birdsAustraliav5Goul,356,Hemipodius velox,Gould,Swift-flying Hemipode,Turnix velox,,,manual,high,no,,,
V,88,birdsAustraliav5Goul,360,Coturnix pectoralis,Gould,Pectoral Quail,Coturnix pectoralis,Coturnix pectoralis,Stubble Quail,exact,high,yes,,,
V,89,birdsAustraliav5Goul,364,Synoicus Australis,,Australian Partridge,Synoicus ypsilophorus,Synoicus ypsilophorus,Brown Quail,manual,high,yes,,,
V,90,birdsAustraliav5Goul,368,Synoicus Diemenensis,Gould,Van Diemen’s Land Partridge,Synoicus ypsilophorus,Synoicus ypsilophorus,Brown Quail,manual,high,yes,,,
V,91,birdsAustraliav5Goul,372,Synoicus sordidus,Gould,Sombre Partridge,,,,unresolved,,no,,,
V,92,birdsAustraliav5Goul,376,Synoicus Chinensis,,Chinese Quail,Synoicus chinensis,Synoicus chinensis,Blue-breasted Quail,exact,high,yes,,,
VI,1,birdsAustraliav6Goul,12,Dromaius Novae-Hollandiae,,The Emu,Dromaius novaehollandiae,,,manual,high,no,,,
VI,2,birdsAustraliav6Goul,16,Apteryx australis,,Kiwi-kiwi,Apteryx australis,,,manual,high,no,,,
VI,3,birdsAustraliav6Goul,20,Apteryx Owenii,,Owen's Apteryx,Apteryx owenii,,,manual,high,no,,,
VI,4,birdsAustraliav6Goul,24,Otis australasianus,,Australian Bustard,Ardeotis australis,,,manual,high,no,,,
VI,5,birdsAustraliav6Goul,28,Oedicnemus grallarius,,Southern Stone-Plover,Burhinus grallarius,Burhinus grallarius,Bush Thick-knee,manual,high,yes,,,
VI,6,birdsAustraliav6Goul,32,Esacus magnirostris,,Large-billed Plover,Esacus magnirostris,Esacus magnirostris,Beach Thick-knee,exact,high,yes,,,
VI,7,birdsAustraliav6Goul,36,Haematopus longirostris,,White-breasted Oyster-catcher,Haematopus longirostris,Haematopus longirostris,Pied Oystercatcher,exact,high,yes,,,
VI,8,birdsAustraliav6Goul,40,Haematopus fuliginosus,,Sooty Oyster-catcher,Haematopus fuliginosus,Haematopus fuliginosus,Sooty Oystercatcher,exact,high,yes,,,
VI,9,birdsAustraliav6Goul,44,Lobivanellus lobatus,,Wattled Pewit,Vanellus miles,Vanellus miles,Masked Lapwing,manual,high,yes,,,
VI,10,birdsAustraliav6Goul,48,Lobivanellus personatus,,Masked Pewit,Vanellus miles,Vanellus miles,Masked Lapwing,manual,high,yes,,,
VI,11,birdsAustraliav6Goul,52,Sarciophorus pectoralis,,Black-breasted Pewit,Vanellus tricolor,Vanellus tricolor,Banded Lapwing,manual,high,yes,,,
VI,12,birdsAustraliav6Goul,56,Squatarola helvetica,,Grey Plover,Pluvialis squatarola,Pluvialis squatarola,Black-bellied Plover,manual,high,yes,yes,yes,
VI,13,birdsAustraliav6Goul,60,Charadrius xanthocheilus,,Australian Golden Plover,Pluvialis fulva,Pluvialis fulva,Pacific Golden-Plover,manual,high,yes,,,
VI,14,birdsAustraliav6Goul,64,Charadrius veredus,,Brown Plover,Charadrius veredus,Charadrius veredus,Oriental Plover,exact,high,yes,,,
VI,15,birdsAustraliav6Goul,68,Eudromias australis,,Australian Dottrel,Peltohyas australis,,,manual,high,no,,,
VI,16,birdsAustraliav6Goul,72,Hiaticula bicincta,,Double-banded Dottrel,Charadrius bicinctus,Charadrius bicinctus,Double-banded Plover,epithet+noun,medium,yes,,,
VI,17,birdsAustraliav6Goul,76,Hiaticula ruficapilla,,Red-capped Dottrel,Charadrius ruficapillus,,,manual,high,no,,,
VI,18,birdsAustraliav6Goul,80,Hiaticula monacha,,Hooded Dottrel,Thinornis cucullatus,,,manual,high,no,,,
VI,19,birdsAustraliav6Goul,84,Hiaticula inornata,,Allied Dottrel,,,,unresolved,,no,,,
VI,20,birdsAustraliav6Goul,88,Hiaticula nigrifrons,,Black-fronted Dottrel,Elseyornis melanops,Elseyornis melanops,Black-fronted Dotterel,common-name,high,yes,,,
VI,21,birdsAustraliav6Goul,92,Erythrogonys cinctus,,Banded Red Knee,Erythrogonys cinctus,,,manual,high,no,,,
VI,22,birdsAustraliav6Goul,96,Glareola grallaria,,Australian Pratincole,Stiltia isabella,,,manual,high,no,,,
VI,23,birdsAustraliav6Goul,100,Glareola orientalis,,Oriental Pratincole,Glareola maldivarum,Glareola maldivarum,Oriental Pratincole,common-name,high,yes,,,
VI,24,birdsAustraliav6Goul,104,Himantopus leucocephalus,,White-headed Stilt,Himantopus leucocephalus,Himantopus leucocephalus,Pied Stilt,exact,high,yes,,,
VI,25,birdsAustraliav6Goul,108,Himantopus Novae-Zelandiae,,New Zealand Stilt,Himantopus novaezelandiae,,,manual,high,no,,,
VI,26,birdsAustraliav6Goul,112,Cladorhynchus pectoralis,,Banded Stilt,Cladorhynchus leucocephalus,,,manual,high,no,,,
VI,27,birdsAustraliav6Goul,116,Recurvirostra rubricollis,,Red-necked Avocet,Recurvirostra novaehollandiae,,,manual,high,no,,,
VI,28,birdsAustraliav6Goul,120,Limosa melanuroides,,Black-tailed Godwit,Limosa limosa,Limosa limosa,Black-tailed Godwit,common-name,high,yes,,yes,
VI,29,birdsAustraliav6Goul,124,Limosa uropygialis,,Barred-rumped Godwit,Limosa lapponica,Limosa lapponica,Bar-tailed Godwit,manual,high,yes,,yes,
VI,30,birdsAustraliav6Goul,128,Schoeniclus australis,,Australian Tringa,Calidris acuminata,Calidris acuminata,Sharp-tailed Sandpiper,manual,high,yes,,,
VI,31,birdsAustraliav6Goul,132,Schoeniclus albescens,,Little Sandpiper,Calidris ruficollis,Calidris ruficollis,Red-necked Stint,manual,high,yes,,,
VI,32,birdsAustraliav6Goul,136,Schoeniclus subarquatus,,Curlew Sandpiper,Calidris ferruginea,Calidris ferruginea,Curlew Sandpiper,common-name,high,yes,yes,yes,
VI,33,birdsAustraliav6Goul,140,Schoeniclus magnus,,Great Sandpiper,Calidris tenuirostris,Calidris tenuirostris,Great Knot,manual,high,yes,,,
VI,34,birdsAustraliav6Goul,144,Terekia cinerea,,Terek Godwit,Xenus cinereus,Xenus cinereus,Terek Sandpiper,manual,high,yes,,yes,
VI,35,birdsAustraliav6Goul,148,Actitis empusa,,Fairy Sandpiper,Actitis hypoleucos,Actitis hypoleucos,Common Sandpiper,manual,high,yes,,yes,
VI,36,birdsAustraliav6Goul,152,Glottis glottoides,,Australian Greenshank,Tringa nebularia,Tringa nebularia,Common Greenshank,manual,high,yes,yes,yes,
VI,37,birdsAustraliav6Goul,156,Totanus stagnatilis,,Marsh Sandpiper,Tringa stagnatilis,Tringa stagnatilis,Marsh Sandpiper,common-name,high,yes,,yes,
VI,38,birdsAustraliav6Goul,160,Totanus griseopygius,,Grey-rumped Sandpiper,Tringa brevipes,Tringa brevipes,Gray-tailed Tattler,manual,high,yes,,,
VI,39,birdsAustraliav6Goul,164,Strepsilas interpres,,Turnstone,Arenaria interpres,Arenaria interpres,Ruddy Turnstone,epithet+noun,medium,yes,yes,yes,
VI,40,birdsAustraliav6Goul,168,Scolopax australis,,New Holland Snipe,Gallinago hardwickii,Gallinago hardwickii,Latham's Snipe,manual,high,yes,,,
VI,41,birdsAustraliav6Goul,172,Rhynchaea australis,,Australian Rhynchaea,Rostratula australis,,,manual,high,no,,,
VI,42,birdsAustraliav6Goul,176,Numenius australis,,Australian Curlew,Numenius madagascariensis,Numenius madagascariensis,Far Eastern Curlew,manual,high,yes,,,
VI,43,birdsAustraliav6Goul,180,Numenius uropygialis,,Australian Whimbrel,Numenius phaeopus,Numenius phaeopus,Whimbrel,manual,high,yes,yes,yes,
VI,44,birdsAustraliav6Goul,184,Numenius minutus,,Little Whimbrel,Numenius minutus,Numenius minutus,Little Curlew,exact,high,yes,,,
VI,45,birdsAustraliav6Goul,188,Geronticus spinicollis,,Straw-necked Ibis,Threskiornis spinicollis,,,manual,high,no,,,
VI,46,birdsAustraliav6Goul,192,Threskiornis strictipennis,,White Ibis,Threskiornis molucca,Threskiornis molucca,Australian Ibis,manual,high,yes,,,
VI,47,birdsAustraliav6Goul,196,Falcinellus igneus,,Glossy Ibis,Plegadis falcinellus,Plegadis falcinellus,Glossy Ibis,common-name,high,yes,yes,yes,
VI,48,birdsAustraliav6Goul,200,Grus australasianus,,Australian Crane,Antigone rubicunda,Antigone rubicunda,Brolga,manual,high,yes,,,
VI,49,birdsAustraliav6Goul,204,Platalea flavipes,,Yellow-legged Spoonbill,Platalea flavipes,,,manual,high,no,,,
VI,50,birdsAustraliav6Goul,208,Platalea regia,,Royal Spoonbill,Platalea regia,,,manual,high,no,,,
VI,51,birdsAustraliav6Goul,212,Mycteria australis,,Australian Mycteria,Ephippiorhynchus asiaticus,,,manual,high,no,,,
VI,52,birdsAustraliav6Goul,216,Ardea pacifica,,Pacific Heron,Ardea pacifica,,,manual,high,no,,,
VI,53,birdsAustraliav6Goul,220,Ardea Novae-Hollandiae,,White-fronted Heron,Egretta novaehollandiae,Egretta novaehollandiae,White-faced Heron,manual,high,yes,,,
VI,54,birdsAustraliav6Goul,224,Ardea rectirostris,,Great-billed Heron,Ardea sumatrana,Ardea sumatrana,Great-billed Heron,common-name,high,yes,,,
VI,55,birdsAustraliav6Goul,228,Ardea leucophaea,,Great Grey Heron,,,,unresolved,,no,,,
VI,56,birdsAustraliav6Goul,232,Herodias syrmatophorus,,Australian Egret,Ardea alba,Ardea alba,Great Egret,manual,high,yes,yes,yes,
VI,57,birdsAustraliav6Goul,236,Herodias plumiferus,,Plumed Egret,Ardea intermedia,Ardea intermedia,Intermediate Egret,manual,high,yes,,,
VI,58,birdsAustraliav6Goul,240,Herodias immaculata,,Spotless Egret,Egretta garzetta,Egretta garzetta,Little Egret,manual,high,yes,,yes,
VI,59,birdsAustraliav6Goul,244,Herodias pannosus,,Sombre Egret,,,,unresolved,,no,,,
VI,60,birdsAustraliav6Goul,248,Herodias jugularis,,Blue Reef Heron,Egretta sacra,Egretta sacra,Pacific Reef-Heron,manual,high,yes,,,
VI,61,birdsAustraliav6Goul,252,Herodias Greyi,,White Reef Heron,Egretta sacra,Egretta sacra,Pacific Reef-Heron,manual,high,yes,,,
VI,62,birdsAustraliav6Goul,256,Herodias picata,,Pied Egret,Egretta picata,,,manual,high,no,,,
VI,63,birdsAustraliav6Goul,260,Nycticorax caledonicus,,Nankeen Night Heron,Nycticorax caledonicus,,,manual,high,no,,,
VI,64,birdsAustraliav6Goul,264,Botaurus australis,,Australian Bittern,Botaurus poiciloptilus,,,manual,high,no,,,
VI,65,birdsAustraliav6Goul,268,Ardetta flavicollis,,Yellow-necked Bittern,Ixobrychus flavicollis,Ixobrychus flavicollis,Black Bittern,manual,high,yes,,,
VI,66,birdsAustraliav6Goul,272,Ardetta macrorhyncha,,Thick-billed Green Bittern,Butorides striata,Butorides striata,Striated Heron,manual,high,yes,yes,,
VI,67,birdsAustraliav6Goul,276,Ardetta stagnatilis,,Little Grey Bittern,Butorides striata,Butorides striata,Striated Heron,manual,medium,yes,yes,,
VI,68,birdsAustraliav6Goul,280,Ardetta pusilla,,Minute Bittern,Ixobrychus dubius,Ixobrychus dubius,Black-backed Bittern,manual,high,yes,,,
VI,69,birdsAustraliav6Goul,284,Porphyrio melanotus,,Black-backed Porphyrio,Porphyrio melanotus,Porphyrio melanotus,Australasian Swamphen,exact,high,yes,,,
VI,70,birdsAustraliav6Goul,288,Porphyrio bellus,,Azure-breasted Porphyrio,Porphyrio melanotus,Porphyrio melanotus,Australasian Swamphen,manual,high,yes,,,
VI,71,birdsAustraliav6Goul,292,Tribonyx Mortierii,,Mortier's Tribonyx,Tribonyx mortierii,Tribonyx mortierii,Tasmanian Nativehen,exact,high,yes,,,
VI,72,birdsAustraliav6Goul,296,Tribonyx ventralis,,Black-tailed Tribonyx,Tribonyx ventralis,Tribonyx ventralis,Black-tailed Nativehen,exact,high,yes,,,
VI,73,birdsAustraliav6Goul,300,Gallinula tenebrosa,,Sombre Gallinule,Gallinula tenebrosa,Gallinula tenebrosa,Dusky Moorhen,exact,high,yes,,,
VI,74,birdsAustraliav6Goul,304,Fulica australis,,Australian Coot,Fulica atra,Fulica atra,Eurasian Coot,manual,high,yes,,yes,
VI,75,birdsAustraliav6Goul,308,Parra gallinacea,,Gallinaceous Parra,Irediparra gallinacea,,,manual,high,no,,,
VI,76,birdsAustraliav6Goul,312,Rallus pectoralis,,Pectoral Rail,Gallirallus philippensis,Gallirallus philippensis,Buff-banded Rail,manual,medium,yes,,,
VI,77,birdsAustraliav6Goul,316,Rallus Lewinii,,Lewin's Water Rail,Lewinia pectoralis,Lewinia pectoralis,Lewin's Rail,manual,medium,yes,,,
VI,78,birdsAustraliav6Goul,320,Eulabeornis castaneoventris,,Chestnut-bellied Rail,Eulabeornis castaneoventris,,,manual,high,no,,,
VI,79,birdsAustraliav6Goul,324,Porzana fluminea,,Spotted Water Crake,Porzana fluminea,,,manual,high,no,,,
